train_loss,train_accuracy,train_class_accuracies,train_f1,train_map,val_loss,val_accuracy,val_class_accuracies,val_f1,val_map
2.601120057860102,0.6148570632266285,"[0.6195054945054945, 0.6400800286669852, 0.5437171524128046, 0.6483516483516484, 0.46518155757286195, 0.7723064978499761]",0.023048233744110035,0.11935919137580998,1.5390199971766447,0.7709530651340996,"[0.6860632183908045, 0.8469827586206896, 0.6386494252873562, 0.8362068965517241, 0.7582614942528735, 0.8595545977011494]",0.20190165395402482,0.22252639742060745
1.4589847577529627,0.7781593406593407,"[0.7332775919732442, 0.8642797419971332, 0.6986681796464406, 0.80303392259914, 0.7241698518872433, 0.8455267558528428]",0.27355912089719997,0.24699999924224272,1.0798659871354366,0.8796096743295019,"[0.865301724137931, 0.9655172413793104, 0.8265086206896551, 0.9310344827586207, 0.7974137931034483, 0.891882183908046]",0.5781869890931538,0.4541267056907324
1.1256398665310856,0.8372252747252746,"[0.8160833731485906, 0.9132823698041089, 0.7611681796464406, 0.8605172001911131, 0.804526994744386, 0.8677735308170091]",0.4637228433680283,0.3693425917213378,1.029925260766317,0.9009818007662836,"[0.8642241379310345, 0.9762931034482759, 0.8304597701149425, 0.9321120689655172, 0.8394396551724138, 0.9633620689655172]",0.6987768257674162,0.5199461746587194
0.9731430130026988,0.8676988772097468,"[0.8438545150501672, 0.9381270903010034, 0.7915969899665551, 0.8909758719541329, 0.8334030100334449, 0.9082357859531772]",0.5839955192427381,0.45636763771533945,0.9258329717678442,0.9152298850574713,"[0.8922413793103449, 0.9859913793103449, 0.8556034482758621, 0.9375, 0.8383620689655172, 0.9816810344827587]",0.7706265111428864,0.586930598399397
0.8522378678581093,0.8839086637999681,"[0.8442128523650263, 0.9486084567606307, 0.8292522694696608, 0.9084448160535117, 0.8458850931677019, 0.9270484949832776]",0.6434890644264027,0.5255660757219152,1.1208171069070163,0.9067887931034483,"[0.8459051724137931, 0.990301724137931, 0.8512931034482759, 0.9428879310344828, 0.8405172413793104, 0.9698275862068966]",0.7585038932123496,0.5808936376568482
0.7408490461857256,0.8954600652970219,"[0.8628165312947921, 0.9517140468227425, 0.8346870520783565, 0.9121476349737219, 0.8639214046822743, 0.9474737219302436]",0.6852685895118996,0.5835914858630818,0.9723134358314848,0.90834530651341,"[0.8782327586206896, 0.990301724137931, 0.8153735632183907, 0.9418103448275862, 0.8405172413793104, 0.9838362068965517]",0.7718640220598539,0.6088030084717676
0.6268146804524501,0.9045180363115145,"[0.8699534161490684, 0.9613294314381271, 0.8591137123745819, 0.9242713807931199, 0.8607262302914476, 0.9517140468227425]",0.7162374589327896,0.6389049919835923,1.0628829179392716,0.9204382183908045,"[0.8857758620689655, 0.9881465517241379, 0.8556034482758621, 0.9536637931034483, 0.8512931034482759, 0.9881465517241379]",0.8018512409127164,0.6250178875304141
0.5394198935517532,0.9130783166109252,"[0.8792701863354038, 0.9625836120401338, 0.8705506450071666, 0.9359173435260392, 0.865115862398471, 0.9650322503583373]",0.751834607098503,0.6869344128449053,1.1126772743735036,0.9067887931034484,"[0.8566810344827587, 0.990301724137931, 0.8480603448275862, 0.9439655172413793, 0.8200431034482759, 0.9816810344827587]",0.7767629003113309,0.5831489127058122
0.4737756397717012,0.9211608138238573,"[0.8903487816531295, 0.9660176779741998, 0.8884675107501194, 0.9375, 0.8751493072145246, 0.9694816053511706]",0.7709417112206823,0.7189726827188437,1.1882295728850194,0.8908045977011495,"[0.8297413793103449, 0.9913793103448276, 0.8092672413793104, 0.9375, 0.7974137931034483, 0.9795258620689655]",0.7521710254497956,0.5630573006007576
0.431572375516073,0.9270534718904283,"[0.9000836120401338, 0.9687947921643573, 0.893185618729097, 0.9433528428093646, 0.8851827520305781, 0.9717212135690396]",0.790567055195433,0.7429454893049559,1.2064131046496387,0.9089439655172414,"[0.8469827586206896, 0.990301724137931, 0.8685344827586207, 0.9331896551724138, 0.8254310344827587, 0.9892241379310345]",0.7867391460734323,0.5852241580916268
0.3872583845934,0.9329311992355471,"[0.908683707596751, 0.9655996177735309, 0.9141184902054467, 0.9504300047778309, 0.8805542283803153, 0.9782011466794075]",0.816198705592072,0.7824787225999881,1.3152976728162893,0.9067887931034483,"[0.8620689655172413, 0.990301724137931, 0.8782327586206896, 0.9310344827586207, 0.790948275862069, 0.9881465517241379]",0.7794731621560732,0.5832839481669047
0.3611690095498874,0.934872193024367,"[0.9065038222646917, 0.9594182990922122, 0.9138497372193025, 0.9581939799331104, 0.8918119923554706, 0.9794553272814142]",0.8225466191544956,0.7995679727175454,1.2491806796815244,0.9069683908045979,"[0.8728448275862069, 0.9892241379310345, 0.8459051724137931, 0.9256465517241379, 0.8178879310344828, 0.990301724137931]",0.7857263193175203,0.5776646860189613
